customer_id,age,income,credit_amount,credit_limit,utilization,debt_to_income,late_payment_score,target_default
56,52,50872.86623159974,6468,8617.84241398728,0.750535886975845,0.12714046758353068,0.14429307905995137,1
57,31,77424.11966851594,9566,11977.171918015963,0.7986860391985274,0.12355322916109251,0.35202005167778905,1
58,23,42012.533264601356,1961,4079.3479133882047,0.4807140851026953,0.04667654739240127,0.6280390956551719,1
59,23,69524.1753188722,6229,8673.726818195233,0.7181457441031196,0.08959473408250769,0.5421558478184566,0
60,27,29756.953425762928,1391,3237.3148956379823,0.42967707647910897,0.046745376789671694,0.3659988237452141,0
61,50,49976.724550213374,1537,4991.050181457458,0.3079512215104946,0.030754316410946902,0.2706045883151198,0
62,61,57441.295976575086,1953,3496.5288557752774,0.5585539489468808,0.033999929263372565,0.2232009411257809,1
63,25,63793.33497038917,14421,17553.234572179248,0.8215579835557123,0.22605809849404748,0.01894236985726149,1
64,26,65668.39869689282,3181,4536.632879786977,0.7011808282246033,0.04844034669830487,0.2788913836385008,0
65,48,66900.20852799888,5190,7129.7481535987135,0.7279359506380835,0.07757823352415855,0.2685207561832771,1
66,29,49769.123916273435,2171,3099.0374477097807,0.7005400988634036,0.0436214228655556,0.431943731716513,1
67,22,48064.7231100315,1007,3462.02372034752,0.29087033519773714,0.02095091649014058,0.11822358074246957,1
68,37,67869.6382188573,1819,5264.125956926534,0.34554644301520954,0.026801380525034214,0.38183797644668,0
69,25,52130.435126775774,2394,4316.643820179146,0.5545975298700104,0.04592326908797216,0.2785457618839845,0
70,30,35864.70514993117,8133,9936.114301296091,0.8185292311843787,0.22676890737008076,0.2291930313814119,1
71,46,38000.691789947785,730,1615.3830369320733,0.45190520347818686,0.019210176594550966,0.223813470578728,1
72,51,41208.21570997583,1164,2934.7073464476916,0.39663239382589904,0.02824679447885473,0.2288315264580268,0
73,41,62457.41116080646,5954,6454.0,0.9225286643941741,0.09532895919541857,0.17649287418679083,0
74,40,57136.38604105848,1977,3064.1220132811727,0.6452092937000758,0.034601418412766226,0.3713084087408162,1
75,66,65357.280311016526,1526,3752.7860461091354,0.4066312284395075,0.023348584774920318,0.41507819506859195,0
76,34,48591.21030495199,3965,7284.013197741397,0.5443427808765441,0.08159911998726078,0.10429866828272305,1
77,51,57378.095366150716,4771,9580.210861229503,0.49800574007279214,0.08315019816455209,0.23017223355397423,0
78,39,64383.85590951005,9436,10849.414914929099,0.8697243191442333,0.1465584790892622,0.06670898559083685,1
79,22,50359.80190419642,3832,7267.30015664544,0.5272934814032557,0.07609243593312634,0.38901332642676056,0
80,44,61851.62856336117,5943,8186.752480401648,0.7259288728011515,0.09608477800890815,0.35491180593001254,1
81,47,45071.11088400023,1213,3061.7523532536243,0.396178351495667,0.026913026464377703,0.5343345153144067,1
82,24,49554.19230152392,1568,4000.5944517261523,0.3919417523871856,0.03164212606794481,0.7474381943727753,1
83,58,49273.931590025066,1755,3816.916483679959,0.4597952319637794,0.035617210629794345,0.4070910826239527,0
84,52,37062.405316164404,2315,4425.3957256122185,0.5231170597019859,0.06246221690825705,0.41731607717056934,1
85,29,62304.58721178373,1412,3003.666837173331,0.47009208295843985,0.022662857795692885,0.38871620863424516,1
86,27,47958.96489695914,1295,1896.8903402011492,0.6826962911639247,0.02700225083636261,0.1932821505089188,1
87,47,55187.41178091531,12612,13112.0,0.9618669920683344,0.22853037663856218,0.5396547124540491,1
88,30,62211.19988358863,2249,4902.244883281227,0.45876941147311134,0.03615104682450094,0.500373726534079,0
89,28,61697.96764044916,1108,2831.2999099142867,0.39133967974220824,0.017958452156106284,0.2230991296974255,0
90,56,64980.77663459179,618,2021.9111003438334,0.3056514205272956,0.009510504983269384,0.2786811649231129,0
91,54,53522.717732358644,1409,3417.5056267231535,0.41228900663171925,0.026325270085232423,0.33581943752616505,1
92,33,48650.52531933769,797,3591.9322529156275,0.221886144804948,0.016382145819979606,0.39177327378934174,0
93,20,53804.226836404014,3617,5797.363943026398,0.6239042495082372,0.06722520167416908,0.5779452990528532,1
94,54,29689.98349062955,1318,2661.9450633590327,0.49512667189940174,0.04439207588027032,0.6932383784757228,1
95,58,33293.31291365369,15945,19171.29295564895,0.8317122917524297,0.478925003388921,0.09391783809551194,1
96,61,35159.505814683966,2012,5591.185502981632,0.35985212776915615,0.05722492263129908,0.2536988128350337,1
97,34,40041.29758597777,2622,5116.556655322853,0.5124540148055007,0.06548239338073322,0.17885448769100606,1
98,36,60996.61340085155,2337,5310.66351134409,0.44005800687766083,0.03831360250514128,0.12780865950127804,0
99,36,41417.81416959909,7057,10298.95999681381,0.6852148180188314,0.17038562129577273,0.03153457057280289,0
100,41,49327.56168940915,1469,4599.099316404514,0.3194103668864528,0.02978051113188108,0.037633480309167244,0
101,24,74488.42446679098,2323,4937.099177112624,0.4705192090871802,0.031186053626837795,0.12531702211406184,1
102,24,49656.04043407861,932,3530.347047074883,0.26399670841772377,0.018769116342195795,0.025633046313845283,0
103,35,66062.73352700629,1919,4438.660573346502,0.4323376316547632,0.029048147080010203,0.14222909639288184,0
104,26,40995.734799851845,2445,3347.6623254529563,0.7303604014688604,0.059640350683721276,0.4404046478487442,1
105,39,51918.43663198555,11938,14638.723156859585,0.8155082838905899,0.2299375862301162,0.13819524978243886,1
106,39,40749.66917634128,6458,7102.186028873446,0.90929749991699,0.15847981420544707,0.0881247379306332,1
107,32,49914.50386149156,6078,7283.400544874945,0.8345003082765865,0.12176821424221555,0.3802453307196963,1
108,30,67604.62206186094,7721,11024.565067808087,0.7003450886734252,0.11420816749681664,0.431790301686878,1
109,35,29090.19365211477,1410,4250.220162694197,0.3317475203699111,0.048469942031393015,0.44330276356976983,0
110,31,61516.35465318786,1449,4936.398289685862,0.2935338509916326,0.02355471172128225,0.39151540329735945,0
111,23,58566.03403498417,392,2120.325616312708,0.18487726459754633,0.006693299392030549,0.6593383929769089,0
112,28,46087.75066454808,6260,7107.751158723233,0.8807286383847581,0.1358278481751846,0.10554240709987574,1
113,25,33309.132184173184,7855,9614.562802929657,0.8169898268911926,0.23582121433149492,0.194801603694732,1
114,35,56081.942615708045,1680,3782.031297240574,0.4442057370666797,0.02995616631028482,0.4170536745549863,0
115,47,47057.60936404296,3578,5656.98871634001,0.6324919810543504,0.07603446176621913,0.4174422029611281,0
116,30,58490.14317032056,7174,10307.680478756702,0.6959858733286345,0.12265314480611969,0.02675975928086998,1
117,27,55327.782182851646,2132,3770.729574996554,0.5654078229680388,0.03853398628837131,0.5062932257695176,1
118,23,79026.68336981373,4281,6633.034471802925,0.6454059628664016,0.054171576199985604,0.23912037339103276,1
119,36,51409.66558790464,2366,3377.372850565394,0.7005445074279899,0.046022474041470106,0.44494079825198685,0
120,25,39647.53761067202,1835,4285.317278043813,0.42820633361309757,0.04628282386712634,0.31182146239156194,1
121,41,57689.13452434474,3868,5871.108550185637,0.658819363828267,0.06704902113530077,0.4431909208371309,0
122,24,58299.95025957648,1768,3018.1866617154824,0.5857821924754981,0.030325926388068993,0.15019775725938156,1
123,63,75387.81362860656,781,2545.1706378251474,0.3068556537597675,0.010359764561518506,0.299054850852691,0
124,27,67526.66868871868,1924,3739.8242534847786,0.5144626778135928,0.028492446574984565,0.39467393497889797,1
125,30,60353.06588724264,2121,3850.8448706629038,0.5507882221271823,0.035143202235370354,0.16323145150466498,1
126,40,76949.54336829342,701,4472.341242267684,0.1567411702342643,0.009109865625126537,0.2808296677502142,1
127,30,37168.554185157234,639,2540.5539976921204,0.2515199443036746,0.01719195201451167,0.3713643305584488,0
128,34,45403.72700875378,1860,3616.1038898226625,0.5143657529405816,0.04096580000230805,0.12251919603151953,1
129,29,41101.36087891713,3499,3999.0,0.8749687421855464,0.08513100114392577,0.1754211034524642,1
130,24,49152.85295266348,8487,9592.792648020522,0.8847267225932687,0.17266546070425215,0.4105132626777473,1
131,29,34349.70778665537,6887,8623.926575543646,0.7985921424158053,0.20049661099811608,0.32390738625553644,0
132,27,64527.264202216065,2708,4022.147323823357,0.6732722056102709,0.04196675674198193,0.05038655334268652,1
133,47,51666.6595435184,1984,5365.707593377797,0.36975551974703136,0.03840000529410834,0.25476309221973575,0
134,21,32937.90558246013,10144,11979.062224603782,0.8468108613014173,0.30797343730931737,0.09560479500855211,1
135,38,39766.31378188688,1240,4528.444249318252,0.2738247247245407,0.03118217109086954,0.3509244170593337,0
136,27,59702.707711752926,8613,10674.704634050368,0.8068607324764843,0.14426481360919022,0.04041947413825872,1
137,66,67571.89851841572,766,2803.2278364215767,0.2732564189209205,0.011336073379546055,0.25695016486236677,0
138,35,84950.9633753768,2728,4639.203552287499,0.5880319691199748,0.0321126434781635,0.15623273758404346,0
139,44,98707.93699010994,1881,3884.7962516214593,0.4841952777355819,0.01905621834836308,0.11283926971418742,0
140,27,61216.14149913994,709,4427.79500304986,0.1601248475847779,0.01158191259097833,0.2750886898652921,1
141,30,40156.92819952204,4795,5295.0,0.9055712936732767,0.11940654365233723,0.2567983999987067,1
142,27,23019.30578903036,3416,3916.0,0.8723186925434117,0.1483971771914974,0.07840153729809811,1
143,22,59015.67193515754,2462,3918.829168943886,0.6282488707369458,0.04171773224415848,0.37433652805555573,0
144,23,42805.88357034511,2288,4302.527881937569,0.5317804004490585,0.05345059625366714,0.2819756102955817,1
145,30,48769.64109730472,3566,6256.104424764013,0.5700032732644985,0.07311925861593181,0.19095044021535149,1
146,39,45818.54801410288,860,3333.087198027475,0.258019052279505,0.0187696912554997,0.47117942214675285,0
147,51,52888.13670375422,682,2297.7540871194296,0.29681157083915216,0.012895141377737151,0.22079366294131358,0
148,28,70989.70346181466,5371,8390.043693241762,0.6401635314874913,0.07565885949768841,0.4524518590056982,0
149,46,57355.72851168017,1582,4612.195403152731,0.34300368083247335,0.02758224925480346,0.15083083058524147,0
150,42,52620.477444419674,1346,3530.0578312715656,0.38129686943829927,0.025579395424941007,0.06588630247066642,0
151,38,39465.19370761282,1924,4886.657572486842,0.3937251529210114,0.04875181949579183,0.26543172729286074,0
152,24,29879.755829434645,5848,8120.645263432129,0.7201398177474861,0.1957177974740716,0.2559894593565681,1
153,29,47705.38136390004,7758,9196.516973217116,0.8435802404968654,0.1626231628004695,0.1534157812427064,1
154,36,54193.261737725195,6967,9664.816839000005,0.7208620831681336,0.12855841808743002,0.14627563140553915,0
155,20,81518.94870369825,1282,3392.6131225786776,0.37787980936227994,0.015726404969472328,0.361835000098504,0
156,48,56954.117822093285,1288,3289.3398467544866,0.3915679315625714,0.022614694937832344,0.1768201729775143,1
157,45,69741.09266534586,339,3811.9535721895745,0.08893077881986884,0.004860835800590318,0.28573474114624015,0
158,38,47510.56602191272,3512,4012.0,0.8753738783649053,0.07392039906197294,0.3499528938002134,1
159,34,37225.84350374463,1898,2480.3158298404305,0.7652251286571463,0.05098608443376376,0.2879054378265683,0
160,36,40523.24856651442,2872,3684.92957362563,0.779390743463848,0.07087289646302493,0.8104671463120968,0
161,30,44121.6090319637,1055,2691.7393524311947,0.3919398804520645,0.023911185995862255,0.1875888145551309,0
162,36,86927.04598652746,1262,3007.39183023397,0.4196327154023753,0.014517921156501664,0.11147658369583816,1
163,70,42679.19981163421,7308,7808.0,0.9359631147540983,0.17123095166390312,0.29306150165835854,0
164,36,67577.33805604518,909,1923.8419676891735,0.47249203170874116,0.013451254905100317,0.30775111528980215,1
165,32,41456.092328694605,2978,4117.15832147643,0.7233144240448051,0.07183503877761102,0.10096488212591193,0
166,33,68973.59519311367,1131,5588.424092075892,0.20238263620753155,0.016397579346609428,0.3015096926687941,0
167,20,60774.26449158795,1577,5378.741947747147,0.293191236039966,0.0259484835101259,0.29680723683956084,1
168,25,52650.43153512864,3972,5560.250582315351,0.7143562940550091,0.07544097710480988,0.2955478546860294,1
169,31,54388.562107968486,1935,3571.416709693201,0.5418017994786792,0.03557733326648293,0.30807839685574206,0
170,33,45178.18456855914,950,1800.7960028117059,0.5275444850592182,0.02102784804374662,0.07259007496878044,0
171,26,61691.08302223121,763,1263.0,0.604117181314331,0.012368075945838764,0.14940046842941654,0
172,34,48175.2477948883,2064,3947.119813591476,0.5229129333477138,0.04284357827878165,0.3797259811464071,1
173,33,36615.913543491275,1414,2416.1480167559744,0.5852290464797343,0.03861708921506201,0.0724796982066711,0
174,26,35830.936385205714,3414,5329.14946833799,0.6406275561013172,0.09528079208696347,0.6407016515794574,0
175,53,57588.81876583179,7485,7985.0,0.9373825923606762,0.12997314687831293,0.19322886331644934,1
176,42,78686.36884615652,2577,3815.025541689742,0.6754869585640051,0.03275027222362257,0.10843276006505778,0
177,52,57399.874203601576,338,2486.6270953028306,0.13592709604044473,0.0058885146472810925,0.41180753905094936,0
178,31,53220.42510835176,1963,4329.209597783937,0.453431499598641,0.03688433521535233,0.43801540836802877,1
179,65,59287.39209403814,571,2988.4719587420145,0.19106754484668487,0.009631052738739354,0.2223668302580205,1
180,28,74590.02612560237,9572,10251.511015842963,0.9337160136888281,0.12832814918018237,0.17616822620232392,0
181,30,58290.73752045784,4455,7309.685730135561,0.6094653264822891,0.07642723680475759,0.2282016838285522,0
182,40,48836.09153749394,1647,2846.7883033981498,0.5785467075419733,0.033725057598753876,0.14169632191432432,1
183,50,71594.33065089834,3777,6409.857914607306,0.5892486308304378,0.052755573879404764,0.597543029791033,1
184,36,61431.3465769242,884,2873.361323381807,0.30765361557786086,0.014390047577632977,0.49554826701546295,1
185,31,78036.33987993989,1360,1983.612500922052,0.6856177803718341,0.017427777905683187,0.4229344576652333,1
186,74,57748.51655832859,5129,6812.802295418812,0.7528473273690821,0.08881613426068667,0.41830183548507455,1
187,68,36632.964524192495,1175,3540.3637420637674,0.3318868019236529,0.03207493620190163,0.2383193721724035,0
188,20,34477.612011315025,674,3286.965380474599,0.20505235741262426,0.019548917708651154,0.04580049651235959,1
189,33,79763.91898346874,3244,5103.012102555582,0.635702979888174,0.04067001773912747,0.08785271756134655,0
190,54,80854.98581174946,4591,8122.778890601053,0.5652006612308863,0.056780666694927026,0.3226899639101146,0
191,34,52307.21180076099,3844,6851.510770986559,0.5610441446400145,0.07348891037514785,0.1013194943377103,0
192,36,49252.190182960185,3915,5658.345883600247,0.6918983180839052,0.079488850860372,0.2883240043389454,1
193,29,76921.66438363303,2108,4858.121812136945,0.43391254511849153,0.02740450322924277,0.11426197104030494,0
194,21,38394.31476934768,3031,6964.793485188187,0.43518878290446583,0.07894397955032176,0.282705678646333,1
195,34,41579.094715662606,1501,5461.484600783027,0.2748336962782606,0.0360998720694749,0.2060279603505847,1
196,28,64649.901920335666,1382,2154.0001191775027,0.6415969932850848,0.021376675895084244,0.14725094323760277,0
197,27,49080.923157106154,951,2024.4668888428494,0.4697532991233931,0.019376163666601897,0.2844946931808205,1
198,36,54923.17199919893,2760,6244.918786733851,0.4419593103217127,0.05025201385018796,0.5333690448925831,0
199,40,52548.35652213231,4297,5238.718949162363,0.8202386960818088,0.08177230049412088,0.5261148339793444,0
200,52,60063.618231984,936,1613.458866708321,0.5801201501402817,0.015583476779318933,0.10221333116816313,0
201,27,76112.22791970575,1168,2681.8058693009534,0.43552742328230265,0.015345760227018664,0.22865803412657076,0
202,26,56358.773603526184,5117,7537.226709474586,0.6788969202117449,0.09079331704407148,0.30023403733141024,1
203,21,64659.081899152865,902,2799.6032933889037,0.32218850511071306,0.013950089817341152,0.42881994728772377,1
204,38,24247.41848453466,1495,2844.4363795944078,0.5255874276974246,0.06165604808419221,0.12998187641051404,1
205,38,54269.22397104823,10623,11948.78753827549,0.8890441784131987,0.1957463037552776,0.5097282352951061,1
206,43,42351.54594560694,1935,3222.662935587291,0.6004351179988886,0.04568900513065485,0.1334319800608716,1
207,26,36717.80409364558,1424,2544.4903713410577,0.5596405535814584,0.03878227566028217,0.29095263270607447,0
208,21,41827.71449606874,6568,10849.63287727606,0.6053661054058614,0.15702507486076742,0.3536633278486492,0
209,55,49988.14838948782,1413,3710.511071185555,0.3808100751869011,0.02826670011840536,0.1582662521260867,1
210,33,68738.5381353402,3074,5960.759054404738,0.5157061327161764,0.04472018293359049,0.2781000282381391,1
211,45,35104.109233906536,3835,5345.922531881077,0.7173691682080124,0.10924646953570412,0.1824909487244048,1
212,50,55459.47238891626,5293,7107.043322813951,0.7447541487483572,0.09543906157062218,0.37980082028449685,1
213,66,47737.458499996326,1908,3194.446018629645,0.5972866621857942,0.039968612908040484,0.1498694315313752,0
214,51,50084.90358457059,3342,3842.0,0.8698594482040604,0.06672669329106093,0.055054621413750816,0
215,39,70041.36737956906,932,1553.9907231521338,0.5997461800219244,0.013306422116936894,0.4292426333374434,1
216,31,63071.73155505889,3104,3604.0,0.8612652608213096,0.04921380662096366,0.14538828511845442,0
217,23,75060.97161164116,3913,4413.0,0.8866983911171539,0.05213095322354094,0.1603434701156615,0
218,24,52682.414811251496,3021,3825.641025701897,0.7896715817568722,0.05734361287012984,0.29046709837872625,1
219,64,44560.86082493945,1364,4688.955679381631,0.29089633028476,0.03060982159565032,0.2956336365423631,1
220,26,51642.11774679251,625,2580.5638322956456,0.24219513277608243,0.012102524591738276,0.18423098794235368,1
221,23,58637.451869068325,1200,4490.563762321174,0.26722702616290644,0.02046473647387479,0.2743145561653664,1
222,30,57648.60037680567,707,3117.9825769008753,0.22674918238405425,0.01226395776096681,0.2104781530021754,0
223,32,38734.1789164995,2978,5760.558825715159,0.5169637339186947,0.07688300315903866,0.10680711806152557,0
224,30,56357.346724418116,4657,5756.103004695425,0.8090543195980243,0.08263341464196801,0.2675377646276868,1
225,27,58423.42495208358,2613,5136.950954192671,0.5086675000989302,0.04472521085751258,0.19743777069662893,1
226,27,92762.11056300881,10961,13689.714234074345,0.8006741274932937,0.11816246885149,0.012145354576059563,0
227,53,83152.66916922506,7865,9288.352707766308,0.8467594036802464,0.09458505756434395,0.434558202085746,1
228,22,42201.3497416177,1478,4037.5403706161665,0.36606445120806147,0.03502257650642015,0.3666747390778982,0
229,22,50689.24957676236,3149,5715.187758574833,0.5509880222701992,0.062123626336808235,0.3707105707023075,1
230,26,33048.369972444954,4210,5660.447378869917,0.7437574661882128,0.12738903623719447,0.1598899301665868,1
231,51,46139.3947905477,2507,3384.2315677290053,0.7407885512049421,0.05433534642967605,0.7928543406831188,1
232,35,59734.07505385511,2141,2956.8716681017277,0.7240760642731896,0.03584218886907875,0.5689878613817724,0
233,25,73087.8043133235,866,2952.505541921462,0.2933102030475498,0.011848762021739009,0.48934421929067307,0
234,42,44063.74243384587,1544,3871.0098687893146,0.3988623259394833,0.03504014672194606,0.25959373641320244,0
235,30,45187.80339898305,1823,3030.4741695420853,0.6015560265525911,0.04034274434417466,0.3615433248343228,0
236,23,22790.664553920178,14555,16581.5853413261,0.8777809660771541,0.6386386832013823,0.47477369198449604,0
237,61,52560.01119182639,2767,5337.537036138485,0.5184038970157338,0.05264458544160844,0.32559684849803006,0
238,35,39063.783822106554,1291,3909.1907146653007,0.3302473821900842,0.03304851383263623,0.0864014064370196,0
239,39,47058.408589508894,2522,6073.880120122489,0.4152205756654183,0.05359297255458506,0.16822110923642117,0
240,29,41847.08832748618,915,4191.980832198044,0.21827389881461468,0.021865320541286166,0.4485997545572932,0
241,51,53586.061686211644,1595,2593.708567243456,0.6149495822867778,0.02976520292422261,0.24821193555300514,1
242,24,28634.07412965053,4605,8288.586209538022,0.5555832905135057,0.16082238172428043,0.1959491694530492,1
243,27,32994.32131913514,1185,2654.0234954442853,0.4464919025901955,0.035915271253443126,0.2673730056970982,1
244,35,86938.70668042447,3447,6491.872812454428,0.5309715854856325,0.03964862293927065,0.05331516533130393,0
245,25,35688.66128088954,1258,3325.986626051089,0.37823363153255096,0.03524929080692725,0.3588261792193613,1
246,52,38548.2163231804,717,2304.8506215430325,0.31108306685835835,0.018600082400410382,0.28514408158727705,1
247,35,82553.7029248197,1204,1704.0,0.7065727699530516,0.014584445728575772,0.06831007128190811,1
248,26,98576.00753860609,1925,3753.435489783652,0.5128634833979675,0.019528078363754964,0.1675857089581488,0
249,22,37426.50056761988,433,933.0,0.4640943193997856,0.011569342402656174,0.08800745960478155,1
250,39,49476.26564817954,666,3633.2992358427723,0.18330447253830887,0.013460999759679826,0.3479916565489838,0
251,46,60123.33326410764,2251,5767.792657139248,0.39027061716820927,0.03743970731150063,0.20246355515538617,1
252,24,80930.46466608389,2150,3353.0890107033097,0.6411997990918344,0.02656601576267751,0.1237301815343794,1
253,35,40197.143823576436,4151,6452.970742519271,0.6432696142024393,0.10326604343379628,0.581395946828916,1
254,24,51320.832310868354,2030,3304.6084779920247,0.614293648860178,0.03955508725391621,0.42218896222074237,0
255,27,66660.06364092616,7418,8789.51526986321,0.8439600788264454,0.11128102187177773,0.2536969522953405,1
256,35,61521.49111699928,2684,5458.494703865372,0.4917106538730093,0.043627030997926704,0.27243568849156813,0
257,29,49357.65893154851,2149,4110.461738156588,0.5228123108533687,0.043539342151140775,0.255154043203245,0
258,23,52992.655532259385,3812,7551.648041931012,0.5047904747193758,0.07193449661490237,0.2918780480829133,0
259,57,34376.562874450276,1154,2671.767521297079,0.43192380729284435,0.03356938284419611,0.17269841212193834,1
260,27,51427.39384038002,1657,4656.33633247449,0.35585917375505177,0.03222018220761847,0.5930215390601925,1
261,55,51004.18764986567,1603,3700.413412957782,0.4331948409836468,0.031428791906348924,0.3753290622883108,1
262,36,58482.54834439384,5302,8097.778009744234,0.6547475114309119,0.09065952408190933,0.21893993961217592,0
263,57,46670.091717714764,2748,4300.842342670054,0.6389446022552837,0.05888139274765835,0.2774715740499132,0
264,32,62073.07783817709,1231,3181.4411624484173,0.3869315625037774,0.01983146386279065,0.22768563980962725,1
265,37,70190.73726729743,802,2686.5011207010652,0.2985295609296866,0.011426009060794691,0.13435581892596554,1
266,36,57331.43991502699,6304,7467.9428851542125,0.8441414318435595,0.10995711967715074,0.48511327930512677,1
267,38,60276.34612598805,1533,4195.081534581753,0.365427939209968,0.025432862118014973,0.037388310420621684,0
